what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1413061489582
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1413061489582
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1413061489582
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1413061489587
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1413061489588
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1413061489589
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1413061489589
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1413061489593
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1413061489597
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1413061489598
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1413061489599
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1413061489599
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1413061489603
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1413061489604
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1413061489604
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1413061489604
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1413061489605
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1413061489605
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1413061489606
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1413061489606
os,sysinfo,,,"win32",1413061489608
arch,sysinfo,,,"x86",1413061489608
ws,sysinfo,,,"win32",1413061489608
locale,sysinfo,,,"en_CA",1413061489608
processors,sysinfo,,,"8",1413061489608
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1413061489608
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1413061489608
java.specification.name,sysinfo,,,"Java Platform API Specification",1413061489608
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413061489608
java.specification.version,sysinfo,,,"1.6",1413061489608
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1413061489608
java.version,sysinfo,,,"1.6.0_23",1413061489608
java.vm.info,sysinfo,,,"mixed mode",1413061489608
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1413061489608
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1413061489608
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413061489608
java.vm.specification.version,sysinfo,,,"1.0",1413061489608
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1413061489608
java.vm.version,sysinfo,,,"19.0-b09",1413061489608
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413061493859
